Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_52_177.jpg;0;0;0;0;99.66999;85.589;0.0002444219;40.84151;2.91796E-05
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_52_244.jpg;0;0;0;0;99.66999;85.589;0.0002432938;40.84151;2.625783E-05
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_52_310.jpg;0;0;0;0;99.66999;85.589;0.000241714;40.84151;2.201458E-05
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_52_377.jpg;0;0;0;0;99.66999;85.589;0.0002404946;40.84151;1.852291E-05
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_52_444.jpg;0;0;0;0;99.66999;85.589;0.0002394388;40.84151;1.493006E-05
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_52_511.jpg;0;0;0;0;99.66999;85.589;0.00023797;40.84151;1.044417E-05
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_52_577.jpg;0;0;0;0;99.66999;85.589;0.0002369751;40.84151;7.231255E-06
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_52_643.jpg;0;0;0;0;99.66999;85.589;0.0002358527;40.84151;3.783976E-06
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_52_710.jpg;0;0;0;0;99.66999;85.589;0.0002343477;40.84151;-3.663608E-07
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_52_777.jpg;0;0;0;0;99.66999;85.589;0.0002334887;40.84151;-3.106419E-06
/Users/jaredbaggen/PycharmProjects/RoboND-Rover/output/IMG/robocam_2018_11_15_20_03_52_843.jpg;-4.005361;0;0;0;99.66999;85.589;0.0002308474;40.3606;-3.764682E-06
